"ew_start","ew","geocode","sum_of_cases","cases_est_id","cases_est_id_min","cases_est_id_max","mintemp","meantemp","maxtemp","minumid","meanumid","maxumid","pop","inc_level","receptive","transmission"
2017-12-31,201801,2800100,0,0,0,0,22.8571428571429,23.5285714285714,24.4285714285714,87.12874,91.5513048571429,95.02152,2380,0,0,0
2018-01-07,201802,2800100,0,0,0,0,22.7142857142857,23.6285714285714,24.5714285714286,86.321508,89.5760348571429,94.1118685714286,2380,0,0,0
2018-01-14,201803,2800100,0,0,0,0,23.5714285714286,24.6714285714286,26,73.5133634285714,84.9377671428571,92.5623528571429,2380,0,0,0
2018-01-21,201804,2800100,0,0,0,0,22.8571428571429,23.5714285714286,24.4285714285714,85.8982785714286,90.6047928571429,94.9539628571429,2380,0,0,0
2018-01-28,201805,2800100,0,0,0,0,23.2857142857143,24.0142857142857,25.1428571428571,84.9392237142857,89.8241185714286,93.3374685714286,2380,0,0,0
2018-02-04,201806,2800100,0,0,0,0,23.5714285714286,24.445238,26.1428571428571,80.2360741428571,89.4307664285714,94.1910171428571,2380,0,0,0
2018-02-11,201807,2800100,0,0,0,0,23,23.9857142857143,25,83.6074,90.4336751428571,94.9659957142857,2380,0,0,0
2018-02-18,201808,2800100,0,0,0,0,23.1428571428571,24.2256488571429,25.5714285714286,85.3836714285714,90.73109,95.8203928571429,2380,0,0,0
2018-02-25,201809,2800100,0,0,0,0,22.8571428571429,25.2207794285714,28.8571428571429,66.9185342857143,83.9362265714286,94.1301557142857,2380,0,0,0
2018-03-04,201810,2800100,0,0,0,0,23.4285714285714,24.2987011428571,25.5714285714286,85.7181325714286,91.2558502857143,94.9906014285714,2380,0,0,0
2018-03-11,201811,2800100,0,0,0,0,23.1428571428571,24.2207794285714,25.4285714285714,84.9658628571429,89.0855537142857,93.3812785714286,2380,0,0,0
2018-03-18,201812,2800100,0,0,0,0,23,23.8831171428571,25.4285714285714,84.2555445714286,89.8534037142857,93.34365,2380,0,0,0
2018-03-25,201813,2800100,0,0,0,0,22.8571428571429,23.7792205714286,25,85.0420868571429,91.7668344285714,95.0443842857143,2380,0,0,0
2018-04-01,201814,2800100,0,0,0,0,22.8571428571429,23.8051951428571,24.8571428571429,88.6688557142857,92.963405,96.6623542857143,2380,0,0,0
2018-04-04,201815,2800100,0,0,0,0,22.7142857142857,23.4545454285714,24.2857142857143,88.62902,93.0015217142857,95.81434,2380,0,0,0
2018-04-15,201816,2800100,0,0,0,0,22.4285714285714,23.487554,25.1428571428571,81.8230057142857,91.1355951428571,96.6257114285714,2380,0,0,0
2018-04-22,201817,2800100,0,0,0,0,22.1428571428571,25.0119048571429,28.5714285714286,66.7553781428571,84.4275512857143,96.6193914285714,2380,0,0,0
2018-04-29,201818,2800100,0,0,0,0,22.5714285714286,24.9880951428571,28.4285714285714,70.3892834285714,86.262552,97.4922742857143,2380,0,0,0
2018-05-06,201819,2800100,0,0,0,0,21.8571428571429,24.845238,28.7142857142857,63.7901,83.6439757142857,96.6379457142857,2380,0,0,0
2018-05-13,201820,2800100,0,0,0,0,22,25.160714,29,64.8980334285714,82.9099544285714,95.8203285714286,2380,0,0,0
2018-05-20,201821,2800100,0,0,0,0,21.7142857142857,23.4399351428571,25.8571428571429,76.1702854285714,89.834084,96.6318285714286,2380,0,0,0
2018-05-27,201822,2800100,0,0,0,0,20.8571428571429,22,23.1428571428571,87.7100242857143,92.7261534285714,97.4738542857143,2380,0,0,0
2018-06-03,201823,2800100,0,0,0,0,21.4285714285714,22.6493505714286,24.4285714285714,85.7113371428571,93.1213744285714,98.3096285714286,2380,0,0,0
2018-06-10,201824,2800100,0,0,0,0,21,21.9870125714286,23.2857142857143,86.2582442857143,92.2763007142857,95.7713142857143,2380,0,0,0
2018-06-17,201825,2800100,0,0,0,0,19.7142857142857,21.025974,22.5714285714286,90.0789885714286,93.4688027142857,96.59431,2380,0,0,0
2018-06-24,201826,2800100,0,0,0,0,20,21.0649348571429,22.2857142857143,85.5650251428571,91.4152548571429,95.0689414285714,2380,0,0,0
2018-07-01,201827,2800100,0,0,0,0,20.5714285714286,21.5974025714286,22.7142857142857,86.9869265714286,93.3778091428571,99.1517885714286,2380,0,0,0
2018-07-08,201828,2800100,0,0,0,0,19.7142857142857,21.0930737142857,22.8571428571429,83.255413,91.722827,96.6009028571429,2380,0,0,0
2018-07-15,201829,2800100,0,0,0,0,18.8571428571429,21.8571428571429,25.5714285714286,61.8337337142857,83.7023614285714,95.7401185714286,2380,0,0,0
2018-07-22,201830,2800100,0,0,0,0,20.2857142857143,23.095238,27,61.7415514285714,82.351063,95.74644,2380,0,0,0
2018-07-29,201831,2800100,0,0,0,0,19,22.4107142857143,26.5714285714286,65.2245277142857,85.3020048571429,98.2784314285714,2380,0,0,0
2018-08-05,201832,2800100,0,0,0,0,19.5714285714286,23.3035717142857,27.7142857142857,61.6798954285714,82.0661942857143,98.2973257142857,2380,0,0,0
2018-08-12,201833,2800100,0,0,0,0,19.7142857142857,21.6711038571429,24.7142857142857,79.3966848571429,91.2087592857143,97.4553,2380,0,0,0
2018-08-19,201834,2800100,0,0,0,0,20.5714285714286,21.87013,23.1428571428571,81.3582858571429,89.0070387142857,94.9552142857143,2380,0,0,0
2018-08-26,201835,2800100,0,0,0,0,20,21.3826837142857,22.7142857142857,80.375305,87.9390864285714,92.4572414285714,2380,0,0,0
2018-09-02,201836,2800100,0,0,0,0,20.5714285714286,21.5227271428571,23.1428571428571,78.022688,86.3929478571429,91.2706714285714,2380,0,0,0
2018-09-09,201837,2800100,0,0,0,0,19.7142857142857,20.9036794285714,22.5714285714286,81.7616137142857,89.5130771428571,94.0816514285714,2380,0,0,0
2018-09-16,201838,2800100,0,0,0,0,21.4285714285714,22.4058442857143,23.8571428571429,83.859459,89.9006007142857,93.2900642857143,2380,0,0,0
2018-09-23,201839,2800100,0,0,0,0,20.8571428571429,21.853896,23.8571428571429,85.5698005714286,91.8850601428571,94.9415228571429,2380,0,0,0
2018-09-30,201840,2800100,0,0,0,0,20.8571428571429,23.0416662857143,26.1428571428571,72.5611495714286,86.2244478571428,94.0744871428571,2380,0,0,0
2018-10-07,201841,2800100,0,0,0,0,20.7142857142857,24.6190477142857,29.2857142857143,52.3156785714286,77.3731171428571,93.2756157142857,2380,0,0,0
2018-10-14,201842,2800100,0,0,0,0,22.1428571428571,24.9363552857143,29.5714285714286,59.1322617142857,81.2637314285714,94.1372585714286,2380,0,0,0
2018-10-21,201843,2800100,0,0,0,0,21.5714285714286,22.74026,25,84.1110851428571,89.7240898571429,94.0932471428572,2380,0,0,0
2018-10-28,201844,2800100,0,0,0,0,22.2857142857143,23.3560602857143,25.5714285714286,79.4956405714286,87.8773028571429,92.5154371428571,2380,0,0,0
2018-11-04,201845,2800100,0,0,0,0,22,22.9402597142857,24,86.2983942857143,90.905735,94.0995657142857,2380,0,0,0
2018-11-11,201846,2800100,0,0,0,0,22.1428571428571,22.9441557142857,24,86.2868171428571,90.655797,93.30681,2380,0,0,0
2018-11-18,201847,2800100,0,0,0,0,23.1428571428571,24.0324674285714,25.1428571428571,78.6604185714286,86.0080544285714,93.3745,2380,0,0,0
2018-11-25,201848,2800100,0,0,0,0,23,23.6753245714286,24.5714285714286,85.6466294285714,90.8708662857143,94.1241714285714,2380,0,0,0
2018-12-02,201849,2800100,0,0,0,0,23.2857142857143,24.4285714285714,26,81.8658914285714,89.3827492857143,94.9905371428571,2380,0,0,0
2018-12-09,201850,2800100,0,0,0,0,22.7142857142857,25.8035711428571,29.1428571428571,53.7905681428571,75.6361685714286,91.7621171428572,2380,0,0,0
2018-12-16,201851,2800100,0,0,0,0,21.7142857142857,25.3571428571429,29.4285714285714,54.4762214285714,75.7295621428571,93.2831985714286,2380,0,0,0
2018-12-23,201852,2800100,0,0,0,0,22.1428571428571,24.1321431428571,27,66.4337434285714,82.3326462857143,93.2881185714286,2380,0,0,0
2018-12-30,201901,2800100,0,0,0,0,23,23.7285714285714,24.7142857142857,82.7272685714286,87.7628478571429,90.9949842857143,2380,0,0,0
2019-01-06,201902,2800100,0,0,0,0,22.7142857142857,23.4714285714286,24.7142857142857,82.2661778571429,88.4226554285714,91.7226285714286,2380,0,0,0
2019-01-13,201903,2800100,0,0,0,0,23.2857142857143,25.1261908571429,27.8571428571429,68.4408878571429,83.6258685714286,93.3618728571429,2380,0,0,0
2019-01-20,201904,2800100,0,0,0,0,22.4285714285714,25.7023808571429,29.5714285714286,58.1392027142857,78.8382522857143,94.1241028571429,2380,0,0,0
2019-01-27,201905,2800100,0,0,0,0,22.7142857142857,25.8749997142857,29.5714285714286,55.9204882857143,77.4009491428571,93.3313471428571,2380,0,0,0
2019-02-03,201906,2800100,0,0,0,0,23.5714285714286,25.3857142857143,28.2857142857143,70.0100304285714,84.992167,94.1483785714286,2380,0,0,0
2019-02-10,201907,2800100,0,0,0,0,23.7142857142857,24.7,25.7142857142857,82.1257,88.4408814285714,93.40509,2380,0,0,0
2019-02-17,201908,2800100,0,0,0,0,23.7142857142857,24.6103894285714,25.4285714285714,85.7088451428571,89.5518935714286,93.3853078571429,2380,0,0,0
2019-02-24,201909,2800100,0,0,0,0,23.8571428571429,24.7558442857143,26,84.295948,89.3869191428571,93.3793835714286,2380,0,0,0
2019-03-03,201910,2800100,0,0,0,0,23.5714285714286,24.5064934285714,25.5714285714286,82.1856685714286,87.9774192857143,92.5684057142857,2380,0,0,0
2019-03-10,201911,2800100,0,0,0,0,23.2857142857143,24.0909091428571,25.4285714285714,84.198052,89.73842,94.1360757142857,2380,0,0,0
2019-03-17,201912,2800100,0,0,0,0,23.8571428571429,24.922078,26.2857142857143,80.2728045714286,87.6206062857143,92.5691814285714,2380,0,0,0
2019-03-24,201913,2800100,0,0,0,0,23.8571428571429,24.5584414285714,25.5714285714286,85.0022488571429,89.3460482857143,93.3967785714286,2380,0,0,0
2019-03-31,201914,2800100,0,0,0,0,23.5714285714286,24.2727271428571,25.4285714285714,87.2081465714286,91.0966791428571,94.1667985714286,2380,0,0,0
2019-04-07,201915,2800100,0,0,0,0,23.2857142857143,24.4610391428571,26.2857142857143,82.3633542857143,88.85447,94.1485757142857,2380,0,0,0
2019-04-14,201916,2800100,0,0,0,0,22.7142857142857,24.1975394285714,26,80.7286271428571,88.7865792857143,94.1485114285714,2380,0,0,0
2019-04-21,201917,2800100,0,0,0,0,22.8571428571429,24.1148732857143,26,81.6485768571429,89.2612082857143,94.1241714285714,2380,0,0,0
2019-04-28,201918,2800100,0,0,0,0,22.4285714285714,23.7575754285714,25.7142857142857,81.1618834285714,89.4225228571429,94.1362085714286,2380,0,0,0
2019-05-05,201919,2800100,0,0,0,0,22.1428571428571,23.1893942857143,24.5714285714286,82.9089467142857,89.5163128571429,93.3312128571429,2380,0,0,0
2019-05-12,201920,2800100,0,0,0,0,22.2857142857143,23.1558442857143,24.2857142857143,87.0498622857143,91.88119,94.1239685714286,2380,0,0,0
2019-05-19,201921,2800100,0,0,0,0,22,23.1948054285714,24.4285714285714,87.0985308571429,91.5262484285714,94.1179857142857,2380,0,0,0
2019-05-26,201922,2800100,0,0,0,0,22,22.9610388571429,24,86.30308,90.2060285714286,94.1057514285714,2380,0,0,0
2019-06-02,201923,2800100,0,0,0,0,20.8571428571429,21.8831168571429,23.2857142857143,84.0905742857143,89.7451428571429,94.0562028571429,2380,0,0,0
